text	label
用户号码认为在2021-9，,反映好几个月有号码推销贷款对用户号码进行骚扰，要求屏蔽,内容:贷款理财，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
已发号测试短信，用户接收成功但不认可自助排障。	测试短信接收成功，不认可自助排障
"用户催装，工单已退营业，请核实邓锦萍,【工号:hb】	受理渠道	武汉汇乐购电子商务有限公司营业通知退单投诉场景,办理业务订单受理订单人工号:“hb”开头，如:hb。"	业务办理问题
1.否认办理业务:5G升级会员流量包2.受理渠道:集团电渠快捷订购专用3.订单记录:购物车流水:4.机主身份证:X5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-01。	号码正常，短信未拦截，不配合换机测试
用户要求取消电子渠道活动-6个月合约,，请核实。	客户想要取消电子渠道活动-6个月合约,请核实一下
反映彩信无法发送，请核实回复。是否设置黑名单:已设置（答复已设置黑名单无法发送彩信,手机是否支持彩信:支持；是否开启手机上网功能:已开通；开关机是否恢复:未恢复。	用户表示彩信无法发送,请核实回复,发送不了彩信了,请核实联系处理
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-15,用户彩信功能没有办法使用，说被我们拦截了。	短信无法发送
用户称该帐户很久没有用过了不知道不用要拆机，对停机后还有扣费不认可，要求电信取消欠费争议类型:停机后仍收费争议费用情况:大于5元争议月份:争议扣费记录,套餐费_国内通话费,停机记录（“来电首页-费用场景-状态【点击查看详情】中查看,xga,欠费双停,处理成功,处理成功。	费用争议
用户反映号码jza，对月的费用有争议，费用争议的销售品名称:自主版宽带(100M,2T家庭云,50元)，销售品ID:，销售品编码:，争议费用金额:，定价描述:宽带月租50元档(含2T家庭云)。扣费明细:使用设备:jza;费用明细:套餐--宽带接入费;费用明细说明:;费用金额(元,定价名称:宽带月租50元档(含2T家庭云,用户说之前一次性缴清了宽带费用，不认可现在宽带交费。	费用争议
表示人在外地，不方便前往营业厅，询问线上有没有解决方法，请求处理,停开机类型（停机原因-停开机记录区查-看详情）:工信部断卡停机；处理工号（停机原因-停开机记录区查-看详情）:JTHTZY001；无法到厅开机原因:人在外地。	用户表示人在外地,不方便前往营业厅,询问线上有没有解决方法,请求处理！！,用户要求线上帮忙开机,用户有离网的意向,麻烦请尽快核实处理
省网优预,一键检测正常，无异常话务，开通VOLTE未使用。VOLTE平台查询用户可以正常呼入呼出。17时31分致电用户主叫正常经常无法被叫，无固定地址。用户换卡换手机无效，建议用户使用volte功能也不认可，称自己家人也是这样，现用户意见大非常不满，要求重新核实数据问题。	语音或上网无法使用
账单，话费提醒短信一直往副卡发送，要求发送到主卡投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间:。	短信提醒问题
办理拆机之后产生了费用，导致影响了征信，需要处理。原手机号码:投诉类型:橙分期投诉类型:问题具体情况描述:办理拆机之后产生了费用，导致影响了征信，需要处理。	业务办理问题
漫游地（省外）:安徽；具体使用地址:安徽合肥；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:5G终端,用户反馈手机信号较差，手机无法上网，重启手机无效，请尽快回电核实处理。	漫游语音/上网问题
用户反映手机号码异常停机，人在山东，要求公司核实处理回复停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:工作原因联系客户；单位全称（个人填个人）:个人；能否提供工作证明:无法提供（直接答复,机主身份姓名:郑树辉；机主身份证辅助项（三选一）:开卡地市；用户不认可项:停机原因。	骚扰单停
反映自己当时办理时并没有人告知自己,有一个6个月的电子渠道活动,，用户强烈要求取消，请核实并尽快处理，子渠道活动-6个月合约,一）销售品内容,合约名称:电子渠道-6个月合约，有效期:自订购次月起6个自然月,二）业务规则,1.适用于中国电信所有套餐用户。,2.新、老用户均可订购，订购次月合约生效，到期自动退订。协议期允许。	业务办理问题
此为重复来电回访用户）用户号码异常停机，反映客户经理跟自己说已经从黑名单里清出来了，为什么还是不能用，也不愿意提供任何信息，反映前期已经提供多次，现在也不愿意再提供了，强烈要求上报，要求要么复机，要么销户，请协助处理，停机类型:骚扰单停；处理工号:xy；通话频繁的原因（不涉及填无）:无；单位全称（个人填个人）:无；能否提供工作证明:可以（工作证、盖公章的证明书、工作照片等,机主身份姓名:无；机主身份证号:无；辅助项（三选一）:开卡地市；用户不认可项:停机原因。	骚扰单停
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-08。	号码正常，短信未拦截，不配合换机测试
用户号码认为,在，,对用户号码进行骚扰用户要求屏蔽拦截骚扰电话，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
用户反映宽带1月续费应该12月底到期，已解释宽带费用专款优先抵扣12月开始抵扣11月底到期，之前账户有普通存款抵扣了电视增值扣费，导致提前到期，用户对宽带欠费不认可，要求宽带费用使用到12月底，请核实回复争议类型:月租费争议争议费用情况:大于5元争议月份:争议扣费记录:,刘义梅,@kd,套餐--宽带接入费,实时费用,套餐定价计划:-天天宽带20M。	费用争议
外省号码漫入反映问题:用户反映号码在武汉此位置无法使用网络。地方可以正常使用,故障号码归属地:中国电信-浙江-温州(0577,投诉现象:仅无法上网；是否开通4G功能/欠费:是；当前漫游地4G网络覆盖:查询有4G网络覆盖；出现时间频率:短期；具体地址:地址:武汉市江岸区沿江大道江滩。	本地无法主被叫/上网
用户号码认为在,对用户号码进行骚扰，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（武汉）(武汉)请派单信安部处理。	用户接到骚扰 / 诈骗电话
此为重复来电回访用户】前期工单:已经按照前期工单结果答复，今天已经重新去营业厅申请办理了异地销户，要求尽快处理,号码归属地和受理销户地:至少有一方为湖北；是否已办理异地销户:是；申请时间,7个工作日处理时限:用户不认可；身份证号码归属地:湖北武汉；受理销户营业厅:深圳宝安区红星营业厅；无。	用户需办理异地销户
故障现象:无信号；故障场景:所有位置；故障类型:上网；网络类型:4G；地图地址:d；地图经度:d；地图纬度:d；故障发生时间:d；手机型号:d,d；,4G套餐，一键检测数据，费用正常、未断网、未降速，用户不在4G，1745致电用户前期不法打电话，可上网，换卡后反过来了，异地补换卡【电信手机】，订单状态，,已退单,故障地址】:荆门市掇刀区龙井大道99号掇刀区政府1栋1单元4楼401掇刀区统计局【周围用户是否正常】:不清楚【经度】:112,纬度】:30,地址】:荆门市掇刀区龙井大道99号掇刀区政府1栋1单元4楼401掇刀区统计局【地址id,基站id,4G开关是否开启】:是【受理号码,故障预处理】:本地无法上网【故障场景】:部分/单一位置【故障现象】:信号弱，不稳定【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【是否被列入AAA黑名单】:否【boss是否开通2G、3G、4G功能】:2G:开通,3G:开通,4G:开通【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检查BOSS是否已经发送达量降速】:查询失败【检查PGW是否已经发送达量降速】:用户不在线【检测HSS侧停开机状态】:开机【检测网元侧4G功能是否开通】:4G功能已开通【检测BOSS是否断网】:未断网【检测上网话单（仅供内部参考,20分钟以内未产生话单【检测无线网状况是否故障】:查询失败【检测当前是否有上网超阈值记录】:上网流量没有超断网阀值查询失败，已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
客户，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:新装【电信手机,营业厅名称:宣恩县贡水路营业厅；工作人员工号/特征:简申旎；客户经理电话或姓名:李雪青【工号:xegsllxq02,存在的服务问题:不涉及,反映办理5G套餐时营业员告知必须参加购机活动才能打3折，用户核实到用户没有参加也享受打折活动，觉得营业厅存在欺骗，我处拦截无效，请核实；反映办理5G套餐时营业员告知必须参加购机活动才能打3折，用户核实到用户没有参加也享受打折活动，觉得营业厅存在欺骗，我处拦截无效，请核实。	否认改套餐、办理业务
用户反映手机返还话费没有收到短信提醒,要求以后返还有短信通知,投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:提醒类不涉及；综合提醒平台查询结果:与用户描述一致；接收/发送时间:无显示。	短信提醒问题
办理的互联网卡,用户认为是电信做的宣传解释不清晰,误导了以为除了新疆地区所有号卡都可以办理副卡。	业务办理问题
用户号码认为,在，,对用户号码进行骚扰，内容:贷款理财，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（中国移动-浙江）请派单省业务平台维护中心处理。	用户接到骚扰 / 诈骗电话
1.否认办理业务:换设备【电信宽带拨号接入】2.受理渠道:客户服务中心维系一厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
用户称此号码就是生意沟通电话，意见很大，要求马上复机。请尽快核实处理停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:用户称此号码是生意电话,单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:史言栋；机主身份证辅助项（三选一）:开卡地市；用户不认可项:。	骚扰单停
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,12月10,15点25左右,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您,用户反映本机发送短信后，对方都收不到。	短信无法收发
故障发生时间:12月8；省际漫游投诉问题:上网；漫入号码归属省:广东-广州；号码状态:号码正常\用户不配合；手机是否启用4G:已启用；手机终端类型:4G终端；漫入地4G信号覆盖情况:有4G信号覆盖；故障地址:黄冈市武穴市武穴大道武穴中学(教学楼)1栋1层104室(OBD9162,地图经度:115,地图纬度:29,用户称本机漫入以下地址后手机数据上网一直断断续续，已联系本地客服确认无问题，请核实。	漫游语音/上网问题
用户称需要携出，下午已到宜昌当阳河溶营业厅（凯乐）解除融合套餐，现查询仍提示无法携出:您的号码有橙分期业务（到期时间为）影响携号转网办理。对此意见大，强烈要求取消该定价，请尽快核实处理。	投诉营业厅
故障地址】:荆州市现业城区太师渊路章华寺【周围用户是否正常】:是【经度】:112,纬度】:30,地址】:荆州市现业城区太师渊路章华寺【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:部分/单一位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,开机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省荆州【检测无线网状况是否故障】:正常【检测是否是5G用户】:是5G用户【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:查询失败【检测ENUM开户数据是否存在】:查询失败【检测用户volte注册状态】:用户未注册VOLTE功能重启手机或拔插卡，用户未恢复。	本地无法主被叫/上网
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-15。	短信无法发送
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	用户接到骚扰 / 诈骗电话
反映自己在11月12月在区域内拨打国内语音，却扣了通话时长和话费，用户提供的通话具体位置:湖北省巴东县茶店子镇；BOSS系统中的通话清单,恩施市,主叫,3分19秒,国内通话,926A434,恩施市,主叫,2分10秒,国内通话,926A434,恩施市,主叫,17分48秒,国内通话,1D63E1B,恩施市,主叫,38秒,国内通话,1D63E1B,恩施市,主叫,33秒,国内通话,1D63E1B,恩施市,主叫,14秒,国内通话,926A434,恩施市,主叫,45秒,国内通话,926A434,恩施市,主叫,48秒,国内通话,926A434,恩施市,主叫,10秒,国内通话,926A434,定价计划名称:89元语音畅享自主版套餐(区域包打)(松融合)湖北。	费用争议
人在外地无法复机,是否停机:是（请进行下一步,停机类型:大数据分析号码身份核验；停机时间,处理工号是否是hb:是。	用户表示自己点击链接复机的时候显示无法访问,进不去链接,用户要求联系在线处理,请核实回复
省网优预,1135多次致电用户都无法接通提示异常，核实费用数据HLR正常，未开通volote，无异常话务，无互斥业务，无联系方式，请进一步核实,周围用户是否正常】:是【经度】:110,纬度】:31,地址】:秭归县归州镇屈原庙村【地址id,基站id,受理号码,故障预处理】:本地无法被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,开机【HLR漫游权限查询】:国内漫游【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省宜昌【呼叫转移】:无呼叫转移【呼入权限】:不限制【检测无线网状况是否故障】:正常【检测HSS中VoLTE数据状态】:BOSS未开通VOLTE功能【检测VOLTE平台用户状态】:BOSS未开通VOLTE功能【检测ENUM开户数据是否存在】:BOSS未开通VOLTE功能【检测用户volte注册状态】:BOSS未开通VOLTE功能MSCID位置信息已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
周围用户是否正常】:是【经度,纬度,地址】:黑龙江,鸡西【地址id,基站id,受理号码,故障预处理】:本地无法被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【MSCID位置（仅供内部参考,无位置信息【呼叫转移】:无呼叫转移【呼入权限】:不限制【检测无线网状况是否故障】:正常【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户未注册VOLTE功能未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	语音或上网无法使用
省网优预,经核实用户号码数据正常，无话务拦截，无呼叫转移，用户开通VoLTE，注册VoLTE。用户呼入呼出状态正常。1055我处联系，用户称所有位置无法正常通话，建议用户换机换卡不认可，请进一步核实【检测30天内在途工单】:30天内无在途单,【检测BOSS侧停开机状态】:开机【检测BOSS侧付费模式和欠费情况】:后付费【检测HLR侧停开机状态】:开机【MSCID位置（仅供内部参考】:检测无异常，有位置信息:湖北省黄冈【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户已注册VOLTE功能双方开通4G:是；双方开通VOLTE:是；Volte开关启用:是；对方为电信Volte用户:是（可支持高清视频通话,苹果或携转用户:是（直接答复不支持,有无4G信号:是。	本地无法主被叫/上网
反映手机异常停机，用户称没有时间到营业厅，要求线上帮忙开机，用户有离网的意向，麻烦请尽快核实处理,停开机类型（停机原因-停开机记录区查-看详情）:二次实人核验单停；处理工号（停机原因-停开机记录区查-看详情）:hbunfraud01；无法到厅开机原因:用户称没有时间。	用户表示人在外地,不方便前往营业厅,询问线上有没有解决方法,请求处理！！,用户要求线上帮忙开机,用户有离网的意向,麻烦请尽快核实处理
工单骚扰单停无复机方式，要求尽快核实回复开机处理方式,联系用户男，已告知用户提供相关证明后复机，认可,已按前期工单内容答复，目前已经上传资料，但是没有联系跟进处理号码复机，请务必加急联系处理,停机类型:骚扰单停；处理工号:tm；通话频繁的原因（不涉及填无）:工作需要；单位全称（个人填个人）:湖北银行小企业金融服务中心天门分中心；能否提供工作证明:可以（工作证、盖公章的证明书、工作照片等,机主身份姓名:闵迪；机主身份证辅助项（三选一）:开卡地市；用户不认可项:。	身份核验复机问题
客户套餐为39元星卡畅玩版流量计算方式,套外总使用流量前3GB计费规则:前167MB按元/MB收费，达到167MB时，额外赠送用户857MB流量（即5元/GB）；后续仍按上述规则收费（即每超出1GB按照5元/GB收费,19元星卡套餐超出部分为1元1G每天扣费，当天不用流量不收费超过1G按照此规则以此类推，用户称为什么39元套餐不能按照超出部分为1元1G每天扣费规则计算，我处长时间解释套餐不一样超出部分计算方式不一样，用户对此规则不认可，有越级倾向。	费用争议
客户，通过自有营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:销售品成员变更【5G云套餐十全十美199元档,营业厅名称:荆州石首中山路营业厅；工作人员工号/特征:鲁冰；存在的服务问题:0,用户对套餐生效时间不认可，要求受理营业厅联系解释处理；用户8号才加入这个套餐，新套餐需要到2022年1月生效，才能共享套餐流量，不认可，说宽带都能当天使用，凭什么手机不行，用户情绪激动，有投诉倾向，并回复。	业务办理问题
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-01。	号码正常，短信未拦截，不配合换机测试
:在线退订失败,用户要求退费SP编码/产品编码:,商品名称/扣费项:王者荣耀专属包,资费:10手机在家里没人用，早上8点多就出门了。	退订增值业务并退费
已发号测试短信，用户接收成功但不认可自助排障。	短信无法接收
用户反映是在网上买的号码，现在在外地使用，无法回归属地核验身份，要求复机，请联系,停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:无；单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:付伟锋；机主身份证辅助项（三选一）:开卡地市；用户不认可项:停机原因。	骚扰单停
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
上月结余元，本月消费元，经系统查询欠费导致停机,争议类型:月租费争议争议费用情况:大于5元争议月份:12争议扣费记录:账户余额,元,套餐定价计划:固定电话45元本地包打套餐JYYHT。	费用争议
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-12。	号码正常，短信未拦截，不配合换机测试
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-02。	号码正常，短信未拦截，不配合换机测试
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-08。	号码正常，短信未拦截，不配合换机测试
称在异地不方便前往归属地营业厅处理此问题，坚持线上处理，请帮忙核实处理，停开机类型（停机原因-停开机记录区查-看详情）:hbunfraud01；处理工号（停机原因-停开机记录区查-看详情）:二次实人核验单停；无法到厅开机原因:机主在浙江。	用户表示人在外地,不方便前往营业厅,询问线上有没有解决方法,请求处理！！,用户要求线上帮忙开机,用户有离网的意向,麻烦请尽快核实处理
故障现象:无信号；故障场景:所有位置；故障类型:上网；网络类型:5G；地图地址:0；地图经度:0；地图纬度:0；故障发生时间:0；手机型号:0,0；省网优预,5G套餐，开通NSASA功能，一键检测费用正常、未断网、未降速，用户不在4G，无具体地址，我处多次联系用户提示暂时无法接通，请进一步核实。重新生单号为。	通话、上网数据问题
用户10月办理新上号129套餐，原宽带就注销了核实宽带注销时间是11月1号，但是11月正常扣费，加新上号月租费用，用户反映宽带都注销了未使用对上个月宽带扣费不认可，用户要求退还上个月多扣的费用争议类型:月租费争议争议费用情况:大于5元争议月份:争议扣费记录:,盛永香,027-@ADSL,套餐--宽带接入费,已缴,套餐定价计划:我的e家_e9-11共享版_1299元/年(1固话+宽带拨号+1手机,到期未?(100M。	费用争议
1.超出流量(M,以清单为准,2.流量超出费用(元,实际扣费金额,3.订购加餐包档位:,40元加餐包4.说明:月底最后一天21点后无法回溯，请次日为用户折算处理.IM。	用户流量超出，需开通加餐包回溯
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
省网优预,5G套餐。4G手机，开通SA、NSA功能。一键检测数据正常，费用正常，无异常话务拦截，开通SA网络模式，VOLTE呼入呼出状态正常，UDM平台VOLTE签约状态正常，无互斥业务，SA已归档。联系用户称无法接听、号码，正常,请进一步核实。	短信上网语音使用问题
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
省网优预,4G套餐，一键检测数据正常，费用正常，后付费，无智能网业务，无异常话务拦截，开通VOLTE，开通SA网络模式，VOLTE呼入呼出状态正常，VOLTE签约状态正常,时４９分拨打用户提示音异常关机，请进一步核实。	通话、上网数据问题
周围用户是否正常】:是【经度】:114,纬度】:30,地址】:武汉市洪山区沙湖大道万达御湖世家【地址id,基站id,1【受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测是否是5G用户】:是5G用户【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:查询失败,检测VOLTE平台用户状态】:查询失败,检测ENUM开户数据是否存在】:正常【检测用户volte注册状态】:正常重启手机或拔插卡，用户未恢复。	语音或上网无法使用
用户积分兑换入口:集团商城网址:jf.189.cn；积分兑换物品类型:实物；积分兑换渠道:集团号百积分商城兑换凭单；积分兑换物品:名创优品MINISO,湿纸巾柔湿巾大包装,规格可选；积分兑换单号:BTGoods；积分争议类型:配送延迟,积分异动日期为:，异动为:兑换/清零，异动积分为:，积分值为:857，兑换凭单号为:BTGoods，兑换物品为:名创优品MINISO,湿纸巾柔湿巾大包装,规格可选，兑换渠道为:集团号百积分商城兑换凭单。	积分兑换
客户，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:天全天云回看月包；营业厅名称:宜城王集营业厅（胡新环,工作人员工号/特征,存在的服务问题:解释不清,称当时营业厅工作人员没有告知用户摄像头上面回看需要收费，用户称要求取消此功能费用，请核实就处理。	投诉营业厅
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您,用户要求加急。	短信无法收发
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
省网优预,5G套餐，开通SA功能，一键检测数据正常，无异常话务拦截，volte呼入呼出状态正常，1130多次联系用户提示无法接通，请进一步核实,周围用户是否正常】:是【经度】:111,纬度】:32,地址】:襄阳市樊西区牛首镇牛首64号光分用户1【地址id,基站id,51【受理号码,故障预处理】:本地无法被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,查询失败【HLR漫游权限查询】:国内漫游【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:查询失败【MSCID位置（仅供内部参考,查询失败【呼叫转移】:无呼叫转移【呼入权限】:查询失败【检测无线网状况是否故障】:正常【检测HSS中VoLTE数据状态】:查询失败【检测VOLTE平台用户状态】:查询失败【检测ENUM开户数据是否存在】:正常【检测用户volte注册状态】:正常查询失败，已建议用户换机换卡，用户未恢复。	通话、上网数据问题
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号XW6.用户需求:,当时办理号码的时候说是包半年但是现在号码却显示欠费停机，自己一直使用不了这个号码，并且也没有当时说的送话费的活动，现对此不满，并回复。	宣传与活动不一致
客户反映.，通过自有营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型,营业厅名称:宜城郑集营业厅(赵江平,客户参加365礼包，订购视频彩铃66元促销一年,现客户强烈要求取消，请转受理渠道取消并回复；客户参加365礼包，订购视频彩铃66元促销一年,现客户强烈要求取消，请转受理渠道取消并回复。	投诉营业厅
用户称今天早上充值成功没有短信提醒，有充值记录没有短信提醒，请核实联系处理,投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间:。	短信提醒问题
客户，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:开户；营业厅名称:荆门信卡盈天翼店；工作人员工号/特征:杨娟【工号:jmfgs,存在的服务问题:同上；用户反映办理5G套餐时告知有购机活动参加，办理成功后用户才知道每个月有月租，用户明确告知号码不要了，手机也没有拿，用户对号码还存在并且有欠费不认可，要求销户。	客户需求,取消并争议费用
周围用户是否正常】:是【经度】:114,纬度】:30,地址】:武汉市江夏区江夏大道(江夏总工会,地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:查询失败,检测VOLTE平台用户状态】:查询失败,检测ENUM开户数据是否存在】:正常【检测用户volte注册状态】:正常未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，所有。	号码正常，短信未拦截，不配合换机测试
用户对欠费不认可，现注销要求争议，请联系处理争议类型:月租费争议争议费用情况:大于5元争议月份:7-8争议扣费记录:-元套餐定价计划:99元大流量卡(2018版。	费用争议
周围用户是否正常】:是【经度】:111,纬度】:30,地址】:宜昌市点军区点军大道66号碧桂园(御园)31栋1单元26楼2604【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:查询失败【检测ENUM开户数据是否存在】:查询失败【检测用户volte注册状态】:用户未注册VOLTE功能未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	语音或上网无法使用
